,用户编号, 电影ID, 电影名称, 电影连接, 用户状态, 用户评分,片名,连接,类型,国家,年份,主演,导演,编剧,片长,uid,group3_item_count,group5_item_count,group3_item_group_count
122,53,4739952,???????????????????????...???,http://movie.douban.com/subject/4739952/,看过,4,???????????????????????...???,http://movie.douban.com/subject/4739952/,喜剧、爱情,泰国,2010,马里奥·毛瑞尔、平采娜·乐维瑟派布恩、苏达拉·布查蓬、雅尼卡·桑普蕾舞,普特鹏·普罗萨卡·那·萨克那卡林、华森·波克彭,普特鹏·普罗萨卡·那·萨克那卡林,100分钟(中国大陆),53,2,2,1.0
123,53,1304447,Memento,http://movie.douban.com/subject/1304447/,看过,3,Memento,http://movie.douban.com/subject/1304447/,犯罪、剧情、悬疑、惊悚,美国,2000,盖·皮尔斯、凯瑞-安·莫斯、乔·潘托里亚诺、Russ Fega、乔雅·福克斯,克里斯托弗·诺兰,克里斯托弗·诺兰、乔纳森·诺兰,113 分钟,53,2,2,1.0
124,53,3541415,Inception,http://movie.douban.com/subject/3541415/,看过,5,Inception,http://movie.douban.com/subject/3541415/,动作、科幻、悬疑、冒险,美国、英国,2010,莱昂纳多·迪卡普里奥、约瑟夫·高登-莱维特、艾伦·佩吉、渡边谦、汤姆·哈迪、迪利普·劳、玛丽昂·歌迪亚、基利安·墨菲、汤姆·贝伦杰、迈克尔·凯恩、卢卡斯·哈斯、皮特·波斯尔思韦特,克里斯托弗·诺兰,克里斯托弗·诺兰,148分钟,53,2,2,1.0
125,53,3690289,春风沉醉的夜晚,http://movie.douban.com/subject/3690289/,想看,None,春风沉醉的夜晚,http://movie.douban.com/subject/3690289/,剧情、同性,中国、香港、法国,2009,秦昊、陈思诚、谭卓、吴伟、江佳奇、张颂文,娄烨,梅峰,116 分钟,53,2,2,1.0
126,53,1294136,Velvet Goldmine,http://movie.douban.com/subject/1294136/,看过,4,Velvet Goldmine,http://movie.douban.com/subject/1294136/,剧情、同性、音乐,英国、美国,1998,伊万·麦克格雷格、乔纳森·莱斯·梅耶斯、克里斯蒂安·贝尔、托妮·克莱特、艾迪·伊扎德、Emily Woof、迈克尔·菲斯特、珍妮·麦克蒂尔、Mairead McKinley、Luke Morgan Oliver、Osheen Jones、Micko Westmoreland、Damian Suchet、Danny Nutt、沃什·韦斯特摩兰、布莱恩·莫尔克,托德·海因斯,James Lyons、托德·海因斯,124 min,53,2,2,1.0
127,53,1292064,The Truman Show,http://movie.douban.com/subject/1292064/,看过,3,The Truman Show,http://movie.douban.com/subject/1292064/,剧情、科幻,美国,1998,金·凯瑞、劳拉·琳妮、艾德·哈里斯、诺亚·艾默里奇、娜塔莎· 麦克艾霍恩,彼得·威尔,安德鲁·尼科尔,103 分钟,53,2,2,1.0
128,53,1787291,嫌われ松子の一生,http://movie.douban.com/subject/1787291/,看过,4,嫌われ松子の一生,http://movie.douban.com/subject/1787291/,剧情、歌舞,日本,2006,中谷美纪、瑛太、香川照之、市川实日子、伊势谷友介、柄本明、黑泽明日香、荒川良良、柴崎幸、土屋安娜、奥之矢佳奈、谷原章介,中岛哲也,中岛哲也、山田宗树,130 分钟,53,2,2,1.0
129,53,1303485,洗澡,http://movie.douban.com/subject/1303485/,想看,None,洗澡,http://movie.douban.com/subject/1303485/,剧情、喜剧、家庭,中国,1999,姜武、濮存昕、朱旭,张杨,张杨、刘奋斗、霍昕、刁亦男、蔡尚君,92 分钟,53,2,2,1.0
130,53,3011093,An Education,http://movie.douban.com/subject/3011093/,看过,4,An Education,http://movie.douban.com/subject/3011093/,剧情,美国、英国,2009,凯瑞·穆里根、彼得·萨斯加德、阿尔弗雷德·莫里纳、多米尼克·库珀、罗莎蒙德·派克、马修·比尔德、艾玛·汤普森、莎莉·霍金斯,罗勒·莎菲,尼克·霍恩比、琳·巴贝尔 Lynn Barber,100分钟,53,2,2,1.0
131,53,1485260,The Curious Case of Benjamin Button,http://movie.douban.com/subject/1485260/,看过,3,The Curious Case of Benjamin Button,http://movie.douban.com/subject/1485260/,剧情、爱情、悬疑、奇幻,美国,2008,布拉德·皮特、凯特·布兰切特、塔拉吉·P·汉森、蒂尔达·斯文顿、朱莉娅·奥蒙德、艾丽·范宁,大卫·芬奇,艾瑞克·罗斯、罗宾·史威考德、F·司各特·菲茨杰拉德,166分钟,53,2,2,1.0
132,53,3732800,我们天上见,http://movie.douban.com/subject/3732800/,想看,None,我们天上见,http://movie.douban.com/subject/3732800/,剧情、家庭,中国大陆,2009,朱旭、姚君、朱一诺、刘烨、马思纯、蒋雯丽,蒋雯丽,蒋雯丽,85分钟,53,2,2,1.0
133,53,2130545,When Nietzsche Wept,http://movie.douban.com/subject/2130545/,想看,None,When Nietzsche Wept,http://movie.douban.com/subject/2130545/,剧情,美国,2007,贾米·埃曼、阿曼德·阿山特、Andreas Beckett、本·克劳斯、Ayana Haviv、凯瑟琳·温妮克,Pinchas Perry,Pinchas Perry,105 分钟,53,2,2,1.0
134,53,3737102,艋舺,http://movie.douban.com/subject/3737102/,看过,3,艋舺,http://movie.douban.com/subject/3737102/,剧情,台湾,2010,赵又廷、阮经天、凤小岳、黄镫辉、陈汉典、柯佳嬿、马如龙、蔡昌宪、钮承泽、席曼宁,钮承泽,钮承泽、曾莉婷,140 分钟,53,2,2,1.0
135,53,1433360,???,http://movie.douban.com/subject/1433360/,看过,5,???,http://movie.douban.com/subject/1433360/,剧情、爱情,韩国、香港,2006,全智贤、郑雨盛、李成宰、姜大卫、林迪安,刘伟强,郭在容、庄文强,110分钟,53,2,2,1.0
136,53,3726072,東邪西毒終極版,http://movie.douban.com/subject/3726072/,看过,3,東邪西毒終極版,http://movie.douban.com/subject/3726072/,剧情、动作、爱情,香港、中国、台湾,2009,张国荣、张曼玉、梁朝伟、林青霞、张学友、梁家辉、杨采妮、刘嘉玲、白丽,王家卫,王家卫、金庸,93分钟,53,2,2,1.0
137,53,1418070,如果·爱,http://movie.douban.com/subject/1418070/,想看,None,如果·爱,http://movie.douban.com/subject/1418070/,剧情、歌舞、爱情,中国大陆、香港、马来西亚,2005,周迅、金城武、张学友、池珍熙、曾志伟、吴君如,陈可辛、赵良骏,杜国威、林爱华、阮世生、方晴,108 分钟,53,2,2,1.0
138,53,3077668,天水圍的日與夜,http://movie.douban.com/subject/3077668/,想看,None,天水圍的日與夜,http://movie.douban.com/subject/3077668/,剧情,香港,2008,鲍起静、陈丽云、梁进龙、陈玉莲、高志森、陈丽卿,许鞍华,吕筱华,Hong Kong: 90 分钟,53,2,2,1.0
139,53,1292328,東邪西毒,http://movie.douban.com/subject/1292328/,看过,4,東邪西毒,http://movie.douban.com/subject/1292328/,剧情、动作、爱情,中国大陆、香港、台湾,1994,张国荣、张曼玉、梁朝伟、林青霞、张学友、梁家辉、杨采妮、刘嘉玲、邹兆龙、王祖贤,王家卫,王家卫、金庸,100 分钟,53,2,2,1.0
140,53,1303053,37°2 le matin,http://movie.douban.com/subject/1303053/,想看,None,37°2 le matin,http://movie.douban.com/subject/1303053/,剧情、爱情,法国,1986,让·雨果·安格拉德、碧翠斯·黛尔、赫拉德·达拉蒙、Consuelo De Haviland、克莱门汀·塞拉里耶、Jacques Mathou,让-雅克·贝奈克斯,让-雅克·贝奈克斯、菲利普·迪昂,120 分钟,53,2,2,1.0
141,53,1292234,Un long dimanche de fian?ailles,http://movie.douban.com/subject/1292234/,想看,None,Un long dimanche de fian?ailles,http://movie.douban.com/subject/1292234/,剧情、悬疑、爱情、战争,法国、美国,2004,奥黛丽·塔图、加斯帕德·尤利尔、玛丽昂·歌迪亚、多米尼克·皮诺、朱迪·福斯特,让-皮埃尔·热内,让-皮埃尔·热内、Guillaume Laurant,133 分钟,53,2,2,1.0
142,53,2998270,Sherlock Holmes,http://movie.douban.com/subject/2998270/,看过,3,Sherlock Holmes,http://movie.douban.com/subject/2998270/,动作、冒险、犯罪、悬疑、惊悚,美国、德国,2009,小罗伯特·唐尼、裘德·洛、瑞秋·麦克亚当斯、马克·斯特朗、凯利·蕾莉,盖·里奇,迈克尔·罗伯特·约翰逊、安东尼·佩卡姆、西蒙·金伯格,128分钟,53,2,2,1.0
143,53,1296778,Lolita,http://movie.douban.com/subject/1296778/,想看,None,Lolita,http://movie.douban.com/subject/1296778/,剧情、爱情,美国、法国,1997,杰瑞米·艾恩斯、梅兰尼·格里菲斯、弗兰克·兰格拉、多米尼克·斯万,阿德里安·莱恩,Stephen Schiff、弗拉基米尔·纳博科夫,137 分钟,53,2,2,1.0
144,53,1292402,Malèna,http://movie.douban.com/subject/1292402/,看过,4,Malèna,http://movie.douban.com/subject/1292402/,剧情、爱情、战争,意大利、美国,2000,莫妮卡·贝鲁奇、圭塞佩·苏尔法罗、Luciano Federico、Matilde Piana,朱塞佩·托纳多雷,朱塞佩·托纳多雷、卢西亚诺·文森佐尼,109 分钟,53,2,2,1.0
145,53,1309060,Corpse Bride,http://movie.douban.com/subject/1309060/,看过,3,Corpse Bride,http://movie.douban.com/subject/1309060/,爱情、动画、歌舞、奇幻,英国、美国,2005,约翰尼·德普、海伦娜·邦汉·卡特、艾米丽·沃森、崔茜·尤玛、阿尔伯特·芬尼,蒂姆·波顿、Mike Johnson,约翰·奥古斯特、卡罗琳·汤普森、Pamela Pettler、蒂姆·波顿、Carlos Grangel,77分钟,53,2,2,1.0
146,53,1298070,Pirates of the Caribbean: The Curse of the Black Pearl,http://movie.douban.com/subject/1298070/,看过,5,Pirates of the Caribbean: The Curse of the Black Pearl,http://movie.douban.com/subject/1298070/,动作、冒险、奇幻,美国,2003,约翰尼·德普、杰弗里·拉什、奥兰多·布鲁姆、凯拉·奈特莉、杰克·达文波特、乔纳森·普雷斯,戈尔·维宾斯基,泰德·艾略特、特里·鲁西奥、斯图尔特·贝亚蒂耶、Jay Wolpert,143 分钟,53,2,2,1.0
147,53,1294950,Four Weddings and a Funeral,http://movie.douban.com/subject/1294950/,想看,None,Four Weddings and a Funeral,http://movie.douban.com/subject/1294950/,喜剧、爱情、剧情,英国,1994,休·格兰特、安迪·麦克道威尔、西蒙·卡洛、詹姆斯·弗雷特、克里斯汀·斯科特·托马斯、约翰·汉纳,迈克·内威尔,理查德·柯蒂斯,117 分钟,53,2,2,1.0
148,53,1293350,Lock  Stock and Two Smoking Barrels,http://movie.douban.com/subject/1293350/,看过,4,,,,,,,,,,53,2,2,1.0
149,53,1293456,Maurice,http://movie.douban.com/subject/1293456/,看过,4,Maurice,http://movie.douban.com/subject/1293456/,剧情、爱情、同性,英国,1987,詹姆斯·维尔拜、休·格兰特、拉珀特·格雷夫斯、丹霍姆·艾略特,詹姆斯·伊沃里,詹姆斯·伊沃里、Kit Hesketh-Harvey,140分钟,53,2,2,1.0
150,53,1304942,Melody,http://movie.douban.com/subject/1304942/,看过,4,Melody,http://movie.douban.com/subject/1304942/,剧情、爱情,英国,1971,马克·莱斯特、特雷西·海德、杰克·瓦尔德,瓦里丝·侯赛因,艾伦·帕克,103 分钟,53,2,2,1.0
151,53,1293708,Hilary and Jackie,http://movie.douban.com/subject/1293708/,看过,4,Hilary and Jackie,http://movie.douban.com/subject/1293708/,传记、剧情、音乐,英国,1998,艾米丽·沃森、瑞切尔·格里菲斯、詹姆斯·弗莱恩、大卫·莫瑞瑟、查尔斯·丹斯,安南德·图克尔,Frank Cottrell Boyce,121 分钟,53,2,2,1.0
152,53,1945549,Cashback,http://movie.douban.com/subject/1945549/,想看,None,Cashback,http://movie.douban.com/subject/1945549/,喜剧、剧情、爱情,英国,2006,肖恩·比格斯代夫、艾米丽雅·福克斯、迈克尔·迪克森、肖恩·埃文斯、米歇尔·雷恩,西恩·埃利斯,西恩·埃利斯,102 分钟,53,2,2,1.0
153,53,3543690,建国大业,http://movie.douban.com/subject/3543690/,看过,2,建国大业,http://movie.douban.com/subject/3543690/,剧情、历史,中国、香港,2009,唐国强、张国立、许晴、刘劲、陈坤、王伍福、王学圻、刘沙、王健、金鑫、王冰、邬君梅、修宗迪、刘仪伟、李连杰、胡军、孙红雷、尤勇、孙兴、陈凯歌、刘烨、吴刚、陶泽如、黄圣依、黎明、陈好、黄晓明、范伟、张涵予、姜文、曹可凡、徐帆、冯小刚、成龙、佟大为、丁志诚、王宝强、葛优、陈红、陈道明、郭晓冬、王学兵、冯远征、甄子丹、赵薇、英达、邓超、冯巩、郭德纲、梁家辉、苗圃、宁静、张秋芳、章子怡、沈傲君、刘德华、陈宝国,韩三平、黄建新,王兴东、陈宝光,138 分钟,53,2,2,1.0
154,53,1293466,Camille Claudel,http://movie.douban.com/subject/1293466/,想看,None,Camille Claudel,http://movie.douban.com/subject/1293466/,传记、剧情、历史、爱情,法国,1988,伊莎贝尔·阿佳妮、杰拉尔·德帕迪约、Laurent Grévill、阿兰·盖音,布鲁诺·努坦,布鲁诺·努坦、Marilyn Goldin,France: 175 分钟,53,2,2,1.0
155,53,2161696,He's Just Not That Into You,http://movie.douban.com/subject/2161696/,看过,4,He's Just Not That Into You,http://movie.douban.com/subject/2161696/,喜剧、剧情、爱情,美国、德国、荷兰,2009,詹妮弗·安妮斯顿、本·阿弗莱克、詹妮弗·康纳利、布莱德利·库珀、斯嘉丽·约翰逊、凯文·康诺利、德鲁·巴里摩尔、贾斯汀·朗、金妮弗·古德温、摩根·莉莉,肯·卡皮斯,Abby Kohn、Marc Silverstein、格雷格·贝伦特、Liz Tuccillo,129 分钟,53,2,2,1.0
156,53,1291990,Before Sunset,http://movie.douban.com/subject/1291990/,想看,None,Before Sunset,http://movie.douban.com/subject/1291990/,剧情、爱情,美国,2004,伊桑·霍克、朱莉·德尔佩、弗农·多布切夫,理查德·林克莱特,理查德·林克莱特、朱莉·德尔佩、伊桑·霍克、金·克里桑,80 分钟,53,2,2,1.0
157,53,1296339,Before Sunrise,http://movie.douban.com/subject/1296339/,看过,2,Before Sunrise,http://movie.douban.com/subject/1296339/,剧情、爱情,美国、奥地利、瑞士,1995,伊桑·霍克、朱莉·德尔佩、安德莉亚·埃克特、汉诺·波西尔、Karl Bruckschwaiger,理查德·林克莱特,理查德·林克莱特、金·克里桑,105分钟,53,2,2,1.0
158,53,3007773,The Boat That Rocked,http://movie.douban.com/subject/3007773/,看过,5,The Boat That Rocked,http://movie.douban.com/subject/3007773/,喜剧、剧情、音乐、爱情,英国、德国、美国、法国,2009,比尔·奈伊、肯尼思·布拉纳、菲利普·塞默·霍夫曼、尼克·弗罗斯特、汤姆·斯图里奇、瑞斯·伊凡斯、瑞斯·达比、克里斯·奥多德、妲露拉·莱莉、凯瑟琳·帕金森、杰克·达文波特,理查德·柯蒂斯,理查德·柯蒂斯,116 分钟,53,2,2,1.0
159,53,1304585,Bridget Jones's Diary,http://movie.douban.com/subject/1304585/,看过,2,Bridget Jones's Diary,http://movie.douban.com/subject/1304585/,喜剧、剧情、爱情,英国、法国,2001,蕾妮·泽尔维格、柯林·菲尔斯、休·格兰特、吉姆·布劳德本特,沙朗·马奎尔,理查德·柯蒂斯、安德鲁·戴维斯,97 分钟,53,2,2,1.0
160,53,1291841,The Godfather,http://movie.douban.com/subject/1291841/,看过,3,The Godfather,http://movie.douban.com/subject/1291841/,犯罪、剧情、惊悚,美国,1972,马龙·白兰度、阿尔·帕西诺、詹姆斯·凯恩、罗伯特·杜瓦尔、黛安·基顿,弗朗西斯·福特·科波拉,马里奥·普佐、弗朗西斯·福特·科波拉,175 分钟,53,2,2,1.0
161,53,1394488,??????,http://movie.douban.com/subject/1394488/,想看,None,??????,http://movie.douban.com/subject/1394488/,喜剧,泰国,2003,查理·哲华、霍嘉丝·芝华顾、Charwin Jitsomboon、Chaleumpol Tikumpornteerawong、Wongsakorn Rassamitat,Vitcha Gojiew、松耀司·舒克马卡纳尼、Nithiwat Tharathorn、维达也·汤于容、埃迪森·特斯利卡森、Komgrit Triwimol,,110分钟,53,2,2,1.0
162,53,2365260,???????????,http://movie.douban.com/subject/2365260/,看过,3,???????????,http://movie.douban.com/subject/2365260/,剧情、爱情、同性,泰国,2007,维特维斯特·海伦亚沃恩酷、马里奥·毛瑞尔、赖拉·邦雅淑、坎雅·拉坦娜佩琦、Sinjai Hongthai、查妮达·彭西皮帕特、Pimpan Buranapim、Jirayu La-ongmanee、Arthit Niyomkul,楚克?萨克瑞科,楚克?萨克瑞科,150分钟,53,2,2,1.0
163,53,1920805,Becoming Jane,http://movie.douban.com/subject/1920805/,想看,None,Becoming Jane,http://movie.douban.com/subject/1920805/,传记、剧情、爱情,英国,2007,安妮·海瑟薇、詹姆斯·麦卡沃伊、朱丽·沃特斯、詹姆斯·克伦威尔、玛吉·史密斯、劳伦斯·福克斯,朱里安·杰拉德,Sarah Williams、Kevin Hood、简·奥斯汀,120 分钟,53,2,2,1.0
164,53,1950148,Atonement,http://movie.douban.com/subject/1950148/,看过,4,,,,,,,,,,53,2,2,1.0
165,53,1291561,千と千尋の神隠し,http://movie.douban.com/subject/1291561/,看过,4,千と千尋の神隠し,http://movie.douban.com/subject/1291561/,剧情、动画、奇幻,日本,2001,柊瑠美、入野自由、夏木真理、菅原文太、内藤刚志、神木隆之介,宫崎骏,宫崎骏,125分钟,53,2,2,1.0
166,53,1309043,King Kong,http://movie.douban.com/subject/1309043/,看过,1,King Kong,http://movie.douban.com/subject/1309043/,冒险、剧情,新西兰、美国、德国,2005,娜奥米·沃茨、杰克·布莱克、艾德里安·布洛迪、托马斯·克莱舒曼、科林·汉克斯、安迪·瑟金斯、杰米·贝尔、凯尔·钱德勒,彼得·杰克逊,弗兰·威尔士、Philippa Boyens、彼得·杰克逊,187分钟,53,2,2,1.0
167,53,1293531,The Fifth Element,http://movie.douban.com/subject/1293531/,看过,2,The Fifth Element,http://movie.douban.com/subject/1293531/,动作、冒险、爱情、科幻、惊悚,法国,1997,布鲁斯·威利斯、加里·奥德曼、米拉·乔沃维奇、伊安·霍姆、克里斯·塔克、卢克·贝里、布里翁·詹姆斯、Tommy 'Tiny' Lister,吕克·贝松,吕克·贝松、罗伯特·马克·卡门,126 分钟,53,2,2,1.0
168,53,1291549,Les choristes,http://movie.douban.com/subject/1291549/,看过,5,Les choristes,http://movie.douban.com/subject/1291549/,剧情、音乐,法国、德国、瑞士,2004,杰拉尔·朱诺、弗朗西斯·贝尔兰德、凯德·麦拉德、Jean-Paul Bonnaire、玛丽·布奈尔、让-巴蒂斯特·莫尼耶、马科森斯·珀林,克里斯托夫·巴拉蒂,克里斯托夫·巴拉蒂、Philippe Lopes-Curval,97 分钟,53,2,2,1.0
169,53,1303037,喜宴,http://movie.douban.com/subject/1303037/,想看,None,喜宴,http://movie.douban.com/subject/1303037/,剧情、喜剧、爱情、同性、家庭,台湾、美国,1993,赵文瑄、归亚蕾、金素梅、郎雄、米切尔·利希藤斯坦,李安,李安、詹姆斯·沙姆斯、冯光远,106 分钟,53,2,2,1.0
170,53,1300498,百變星君,http://movie.douban.com/subject/1300498/,看过,3,百變星君,http://movie.douban.com/subject/1300498/,喜剧、奇幻、科幻,香港,1995,周星驰、吴孟达、梁咏琪、孙佳君、徐锦江、黄一飞、江欣燕、朱咪咪、李健仁,叶伟民,王晶、叶伟民,92 分钟,53,2,2,1.0
171,53,1297747,少林足球,http://movie.douban.com/subject/1297747/,看过,3,少林足球,http://movie.douban.com/subject/1297747/,动作、喜剧、运动,香港、中国,2001,周星驰、赵薇、吴孟达、谢贤、莫文蔚、张柏芝、黄一飞、田启文、林子聪、陈国坤、莫美林、林子善、李卉,周星驰,周星驰、曾谨昌、冯勉恒、冯志强、卢薇,113 分钟,53,2,2,1.0
172,53,1292213,西遊記大結局之仙履奇緣,http://movie.douban.com/subject/1292213/,看过,4,西遊記大結局之仙履奇緣,http://movie.douban.com/subject/1292213/,动作、冒险、喜剧、奇幻、爱情,中国大陆、香港,1995,周星驰、朱茵、莫文蔚、吴孟达、罗家英、蔡少芬、蓝洁瑛、刘镇伟,刘镇伟,刘镇伟,95分钟,53,2,2,1.0
173,53,1291543,功夫,http://movie.douban.com/subject/1291543/,看过,5,功夫,http://movie.douban.com/subject/1291543/,动作、喜剧、犯罪、奇幻,中国、香港,2004,周星驰、元秋、元华、黄圣依、梁小龙、陈国坤、田启文、林子聪、林雪、冯克安、行宇、冯小刚、袁祥仁、张一白,周星驰,曾谨昌、陈文强、周星驰、霍昕,95 分钟,53,2,2,1.0
174,53,1329936,大內密探零零發,http://movie.douban.com/subject/1329936/,看过,4,大內密探零零發,http://movie.douban.com/subject/1329936/,喜剧、剧情、动作、爱情,香港,1996,周星驰、刘嘉玲、李若彤、罗家英、张达明、刘以达、李力持、江欣燕、苑琼丹、朱咪咪、李健仁,谷德昭、周星驰,劳文生、谷德昭、周星驰,89分钟,53,2,2,1.0
175,53,1297863,武状元苏乞儿,http://movie.douban.com/subject/1297863/,看过,3,武状元苏乞儿,http://movie.douban.com/subject/1297863/,动作、喜剧,香港,1992,周星驰、张敏、吴孟达、徐少强、林威、陈百祥、郑丹瑞、苑琼丹、陈慧仪,陈嘉上,陈建忠、陈嘉上,96分钟(台湾),53,2,2,1.0
176,53,1307739,國產凌凌漆,http://movie.douban.com/subject/1307739/,看过,4,國產凌凌漆,http://movie.douban.com/subject/1307739/,动作、喜剧,香港,1994,周星驰、袁咏仪、罗家英、陈宝莲、郑祖、黄锦江、李力持、于荣光、李健仁,李力持、周星驰,谷德昭、李力持、张肇麟、周星驰,80分钟,53,2,2,1.0
177,53,1306249,唐伯虎点秋香,http://movie.douban.com/subject/1306249/,看过,3,唐伯虎点秋香,http://movie.douban.com/subject/1306249/,喜剧、爱情、古装,香港,1993,周星驰、巩俐、陈百祥、郑佩佩、朱咪咪、梁家仁、苑琼丹、梁荣忠、黄一山、黄霑、吴镇宇、刘家辉、蓝洁瑛、谷德昭、陈辉虹、李健仁、宣萱、温翠萍,李力持,李力持、谷德昭、陈文强,102 分钟,53,2,2,1.0
178,53,1302425,喜剧之王,http://movie.douban.com/subject/1302425/,看过,4,喜剧之王,http://movie.douban.com/subject/1302425/,喜剧、剧情、爱情,香港,1999,周星驰、张柏芝、莫文蔚、吴孟达、林子善、田启文、李兆基、成龙,周星驰、李力持,曾谨昌、周星驰、李敏、郑文辉、冯勉恒、梁嘉杰,85 分钟,53,2,2,1.0
179,53,1299398,西遊記第壹佰零壹回之月光寶盒,http://movie.douban.com/subject/1299398/,看过,4,西遊記第壹佰零壹回之月光寶盒,http://movie.douban.com/subject/1299398/,动作、冒险、喜剧、奇幻、爱情,香港、中国大陆,1995,周星驰、吴孟达、朱茵、罗家英、蓝洁瑛、莫文蔚、刘镇伟、蔡少芬,刘镇伟,刘镇伟,87分钟,53,2,2,1.0
180,53,1291545,Big Fish,http://movie.douban.com/subject/1291545/,想看,None,Big Fish,http://movie.douban.com/subject/1291545/,剧情、家庭、奇幻、冒险,美国,2003,伊万·麦克格雷格、阿尔伯特·芬尼、比利·克鲁德普、杰西卡·兰格、海伦娜·邦汉·卡特、玛丽昂·歌迪亚、艾莉森·洛曼、丹尼·德维托、Ada Tai、Arlene Tai,蒂姆·波顿,Daniel Wallace、约翰·奥古斯特,125 分钟,53,2,2,1.0
181,53,1308741,独自等待,http://movie.douban.com/subject/1308741/,看过,3,独自等待,http://movie.douban.com/subject/1308741/,喜剧、爱情、剧情,中国大陆,2005,夏雨、李冰冰、龚蓓苾、高旗、吴超,伍仕贤,伍仕贤,107 分钟,53,2,2,1.0
182,53,1966464,苹果,http://movie.douban.com/subject/1966464/,看过,1,,,,,,,,,,53,2,2,1.0
183,53,1295124,Schindler's List,http://movie.douban.com/subject/1295124/,看过,4,Schindler's List,http://movie.douban.com/subject/1295124/,剧情、历史、战争,美国,1993,利亚姆·尼森、本·金斯利、拉尔夫·费因斯、卡罗琳·古多尔、Jonathan Sagall,史蒂文·斯皮尔伯格,斯蒂文·泽里安,195分钟,53,2,2,1.0
184,53,1292434,一一,http://movie.douban.com/subject/1292434/,想看,None,一一,http://movie.douban.com/subject/1292434/,剧情、爱情、音乐、家庭,台湾、日本,2000,吴念真、李凯莉、金燕玲、张洋洋、萧淑慎、尾形一成,杨德昌,杨德昌,173 分钟,53,2,2,1.0
185,53,1482072,The Devil Wears Prada,http://movie.douban.com/subject/1482072/,看过,3,The Devil Wears Prada,http://movie.douban.com/subject/1482072/,剧情、爱情,美国,2006,安妮·海瑟薇、梅丽尔·斯特里普、艾米莉·布朗特、斯坦利·图齐、西蒙·贝克、艾德里安·格尼尔、吉赛尔·邦辰,大卫·弗兰科尔,艾莲·布洛什·麦肯纳,109 分钟,53,2,2,1.0
186,53,1761854,高三,http://movie.douban.com/subject/1761854/,看过,4,高三,http://movie.douban.com/subject/1761854/,纪录片,中国大陆,2005,,周浩,周浩,95分钟,53,2,2,1.0
187,53,2213597,The Reader,http://movie.douban.com/subject/2213597/,想看,None,The Reader,http://movie.douban.com/subject/2213597/,剧情、爱情,美国、德国,2008,凯特·温丝莱特、大卫·克劳斯、拉尔夫·费因斯,史蒂芬·戴德利,戴维·黑尔、本哈德·施林克,124 分钟,53,2,2,1.0
188,53,1306029,A Beautiful Mind,http://movie.douban.com/subject/1306029/,看过,2,A Beautiful Mind,http://movie.douban.com/subject/1306029/,传记、剧情,美国,2001,罗素·克劳、詹妮弗·康纳利、艾德·哈里斯、克里斯托弗·普卢默、保罗·贝坦尼、亚当·戈德堡、乔什·卢卡斯,朗·霍华德,阿齐瓦·高斯曼、西尔维娅·纳萨尔,135 分钟,53,2,2,1.0
189,53,1291583,天空の城ラピュタ,http://movie.douban.com/subject/1291583/,看过,4,天空の城ラピュタ,http://movie.douban.com/subject/1291583/,动作、爱情、动画、奇幻、冒险,日本,1986,田中真弓、鹫尾真知子、初井言荣、寺田稔、常田富士男,宫崎骏,宫崎骏,124 分钟,53,2,2,1.0
190,53,1291585,風の谷のナウシカ,http://movie.douban.com/subject/1291585/,看过,3,風の谷のナウシカ,http://movie.douban.com/subject/1291585/,动画、动作、冒险、奇幻、科幻,日本,1984,岛本须美、京田尚子、松田洋治、麦人、榊原良子,宫崎骏,宫崎骏,117 分钟,53,2,2,1.0
191,53,1291822,Hotel Rwanda,http://movie.douban.com/subject/1291822/,想看,None,Hotel Rwanda,http://movie.douban.com/subject/1291822/,剧情、历史、战争,英国、南非、意大利、美国,2004,唐·钱德尔、苏菲·奥康内多、杰昆·菲尼克斯、尼克·诺特、哈基姆·凯-卡西姆,特瑞·乔治,凯尔·皮尔森、特瑞·乔治,121 分钟,53,2,2,1.0
192,53,1981242,Vicky Cristina Barcelona,http://movie.douban.com/subject/1981242/,看过,4,Vicky Cristina Barcelona,http://movie.douban.com/subject/1981242/,剧情、爱情,西班牙、美国,2008,丽贝卡·豪尔、斯嘉丽·约翰逊、哈维尔·巴登、佩内洛普·克鲁兹、克里斯·梅西纳、派翠西娅·克拉克森、Julio Perillán,伍迪·艾伦,伍迪·艾伦,96 分钟,53,2,2,1.0
193,53,1308817,Jeux d'enfants,http://movie.douban.com/subject/1308817/,看过,4,Jeux d'enfants,http://movie.douban.com/subject/1308817/,喜剧、剧情、爱情,法国、比利时,2003,吉约姆·卡内、玛丽昂·歌迪亚、蒂博?费尔哈格、Joséphine Lebas-Joly、艾曼妞·格伦沃尔德,杨·塞谬尔,杨·塞谬尔,93 分钟,53,2,2,1.0
194,53,1296769,巴尔扎克与小裁缝,http://movie.douban.com/subject/1296769/,想看,None,巴尔扎克与小裁缝,http://movie.douban.com/subject/1296769/,传记、剧情、爱情,中国、法国,2002,周迅、陈坤、刘烨、王双宝,戴思杰,Nadine Perront、戴思杰,110 分钟,53,2,2,1.0
